Barcode,Height (cm),Tree type,Health,Diameter (mm),Notes,Created By,Date,Cell No.,Link Record,Tree classification,Basalt,Soil Innoculation,Group (from Link Record),Download image name,Cell Planted Date (from Link Record),Plant week no (from Link Record),1st Measure Week No.,Weeks of growth to first measure,Height/Week of growth (cm),Plant height reference,Size range at planting (cm),Age (from Plant height reference 2),Diameter (mm) 12-21,Height (cm) 12-21,12-21 Update date,12-21 Updated by,Replanted 2-22,Diameter at base 2-22 replant,Height 2-22 replant,Replant measured by,Replant 2-22 measure date,Base Diameter (mm) (10-22),Diameter at 1.3m (mm) (10-22),Top Whorl Height (cm) (10-22),Height to tip (cm) (10-22),Dead (10-22),Remeasured 10-22 by,10-22 Remeasure date,Conifer/ Broadleaf,Health (10-23),"Height to tip (cm, 10-23)","Diameter at 1.3m (mm, 10-23)","Base Diameter (mm, 10-23)",Collector (10-23),10-23 Data Collection,Location Est X/Y accuracy,Location Est Z accuracy,X,Y,Z,Notes 10-23,Location Offset
370029,76,Birch,Healthy,4.4,,Phil Stoyle,5/9/2021 1:28pm,37,37,Native Broadleaf,No,No,E,370029-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,25,6,,169,,TCC9 CarbonCom,11/10/2022 1:57pm,Broadleaf,,,,,,,,,,,,,East
370030,101,Alder,Healthy,9.4,,Phil Stoyle,5/9/2021 1:29pm,37,37,Native Broadleaf,No,No,E,370030-2021-09-05,10/05/2021,20,37,17,6,6,20-60,1u1,,,,,,,,,,27,8,,177,,TCC9 CarbonCom,11/10/2022 1:56pm,Broadleaf,Alive,303,24,59,TCC3 CarbonCom,06/10/2023 14:02,0.01,0.02,280445.2428,241832.2876,219.4233,,East
370031,43,Alder,Healthy,4.9,,Rebecca Bates,5/9/2021 1:19pm,37,37,Native Broadleaf,No,No,E,370031-2021-09-05,10/05/2021,20,37,17,3,6,20-60,1u1,,,,,,,,,,11,,,98,,TCC12 CarbonCom,11/10/2022 1:56pm,Broadleaf,Alive,168,6,20,TCC4 CarbonCom,06/10/2023 14:11,0.01,0.02,280445.2745,241829.9975,219.3316,,East
370032,61,Oak,Healthy,10.3,,Rebecca Bates,5/9/2021 1:21pm,37,37,Native Broadleaf,No,No,E,370032-2021-09-05,10/05/2021,20,37,17,4,1,30-100muk,1u2,,,,,,,,,,15,,,114,,TCC12 CarbonCom,11/10/2022 1:57pm,Broadleaf,Alive,114,,21,TCC4 CarbonCom,06/10/2023 14:14,0.01,0.01,280447.0301,241830.6715,219.3942,,East
370033,70,Alder,Healthy,6.8,,Rebecca Bates,5/9/2021 1:22pm,37,37,Native Broadleaf,No,No,E,370033-2021-09-05,10/05/2021,20,37,17,4,6,20-60,1u1,,,,,,,,,,17,,,125,,TCC12 CarbonCom,11/10/2022 1:58pm,Broadleaf,Alive,199,14,36,TCC4 CarbonCom,06/10/2023 14:17,0.01,0.01,280448.6567,241831.2758,219.4785,,East
370034,79,Birch,Healthy,4.2,,Rebecca Bates,5/9/2021 1:23pm,37,37,Native Broadleaf,No,No,E,370034-2021-09-05,10/05/2021,20,37,17,5,2,20-40,1/0,,,,,,,,,,23,8,,205,,TCC14 CarbonCom,13/10/2022 11:48am,Broadleaf,Alive,311,17,38,TCC4 CarbonCom,06/10/2023 14:20,0.01,0.01,280450.2911,241831.7771,219.4789,,East
370035,,,Dead,,,Rebecca Bates,5/9/2021 1:23pm,37,37,Native Broadleaf,No,No,E,370035-2021-09-05,10/05/2021,20,37,17,0,,,,,,,,,,,,,10,,,120,,TCC12 CarbonCom,11/10/2022 2:00pm,Broadleaf,Alive,209,8,20,TCC4 CarbonCom,06/10/2023 14:24,0.01,0.01,280452.3425,241832.4531,219.5484,,East
370036,96.5,Birch,Healthy,5.7,,Rebecca Bates,5/9/2021 1:24pm,37,37,Native Broadleaf,No,No,E,370036-2021-09-05,10/05/2021,20,37,17,6,2,20-40,1/0,,,,,,,,,,19,11,,207,,TCC12 CarbonCom,11/10/2022 2:01pm,Broadleaf,Alive,329,21,42,TCC4 CarbonCom,06/10/2023 14:27,0.01,0.01,280453.9862,241832.9813,219.642,,East
370037,47,Alder,Healthy,4.7,,Rebecca Bates,5/9/2021 1:25pm,37,37,Native Broadleaf,No,No,E,370037-2021-09-05,10/05/2021,20,37,17,3,6,20-60,1u1,,,,,,,,,,6,,,50,,TCC12 CarbonCom,11/10/2022 2:02pm,Broadleaf,Alive,100,,12,TCC4 CarbonCom,06/10/2023 14:32,0.01,0.01,280455.7745,241833.6935,219.7392,,East
370038,86.5,Alder,Healthy,8.8,,Rebecca Bates,5/9/2021 1:26pm,37,37,Native Broadleaf,No,No,E,370038-2021-09-05,10/05/2021,20,37,17,5,6,20-60,1u1,,,,,,,,,,21,7,,166,,TCC12 CarbonCom,11/10/2022 2:04pm,Broadleaf,Alive,259,21,48,TCC4 CarbonCom,06/10/2023 14:35,0.01,0.01,280457.6807,241834.1338,219.8009,,East
370039,80.5,Alder,Healthy,7.5,,Rebecca Bates,5/9/2021 1:27pm,37,37,Native Broadleaf,No,No,E,370039-2021-09-05,10/05/2021,20,37,17,5,6,20-60,1u1,,,,,,,,,,20,5,,151,,TCC12 CarbonCom,11/10/2022 2:04pm,Broadleaf,Alive,251,20,42,TCC4 CarbonCom,06/10/2023 14:39,0.01,0.01,280459.4317,241834.6616,219.8664,,East
370040,,Birch,Dead,,,Rebecca Bates,5/9/2021 1:28pm,37,37,Native Broadleaf,No,No,E,370040-2021-09-05,10/05/2021,20,37,17,0,,,,,,,,checked,3,49,Heather Allen,22/5/2022 1:11pm,10,,,101,,TCC12 CarbonCom,11/10/2022 2:07pm,Broadleaf,Alive,182,7,20,TCC4 CarbonCom,06/10/2023 14:43,0.01,0.01,280461.3701,241835.229,219.8652,,East
370041,,Aspen,Dead,,,charles nicholls,5/9/2021 1:20pm,37,37,Native Broadleaf,No,No,E,370041-2021-09-05,10/05/2021,20,37,17,0,,,,,,,,checked,4,45,Heather Allen,22/5/2022 1:10pm,14,,,118,,TCC9 CarbonCom,11/10/2022 2:04pm,Broadleaf,Alive,229,10,26,TCC5 CarbonCom,06/10/2023 14:23,0.01,0.01,280461.7539,241833.2616,219.7335,,East
370042,81,Alder,Vigorous ,8.6,,charles nicholls,5/9/2021 1:19pm,37,37,Native Broadleaf,No,No,E,370042-2021-09-05,10/05/2021,20,37,17,5,6,20-60,1u1,,,,,,,,,,32,6,,159,,TCC9 CarbonCom,11/10/2022 2:04pm,Broadleaf,Alive,285,21,53,TCC5 CarbonCom,06/10/2023 14:25,0.01,0.02,280459.9643,241832.7286,219.7159,,East
370043,73,Cherry,Healthy,6.9,,charles nicholls,5/9/2021 1:18pm,37,37,Native Broadleaf,No,No,E,370043-2021-09-05,10/05/2021,20,37,17,4,3,25-40,1u1,,,,,,,,,,10,,,98,,TCC9 CarbonCom,11/10/2022 2:05pm,Broadleaf,Alive,108,,12,TCC5 CarbonCom,06/10/2023 14:27,0.01,0.02,280458.0808,241832.1628,219.6352,,East
370044,44,Oak,Healthy,9,,charles nicholls,5/9/2021 1:17pm,37,37,Native Broadleaf,No,No,E,370044-2021-09-05,10/05/2021,20,37,17,3,1,30-100muk,1u2,,,,,,,,,,10,,,120,,TCC14 CarbonCom,13/10/2022 11:52am,Broadleaf,Alive,111,,10,TCC5 CarbonCom,06/10/2023 14:28,0.01,0.02,280456.4403,241831.7607,219.6043,,East
370045,123,Birch,Vigorous ,7.5,,charles nicholls,5/9/2021 1:16pm,37,37,Native Broadleaf,No,No,E,370045-2021-09-05,10/05/2021,20,37,17,7,2,20-40,1/0,,,,,,,,,,28,10,,232,,TCC9 CarbonCom,11/10/2022 2:07pm,Broadleaf,Alive,401,23,45,TCC5 CarbonCom,06/10/2023 14:30,0.01,0.02,280454.6135,241831.1832,219.5434,,East
370046,80,Birch,Healthy,5,,charles nicholls,5/9/2021 1:15pm,37,37,Native Broadleaf,No,No,E,370046-2021-09-05,10/05/2021,20,37,17,5,2,20-40,1/0,,,,,,,,,,21,8,,204,,TCC9 CarbonCom,11/10/2022 2:08pm,Broadleaf,Alive,329,15,32,TCC5 CarbonCom,06/10/2023 14:35,0.01,0.02,280452.5972,241830.5213,219.4082,,East
370047,29,Birch,Healthy,3.3,,charles nicholls,5/9/2021 1:14pm,37,37,Native Broadleaf,No,No,E,370047-2021-09-05,10/05/2021,20,37,17,2,2,20-40,1/0,,,,,,,,,,13,2,,133,,TCC9 CarbonCom,11/10/2022 2:09pm,Broadleaf,Alive,228,9,24,TCC5 CarbonCom,06/10/2023 14:37,0.01,0.02,280451.1112,241830.2208,219.4104,,East
370048,71,Birch,Healthy,3.8,,charles nicholls,5/9/2021 1:14pm,37,37,Native Broadleaf,No,No,E,370048-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,19,4,,166,,TCC9 CarbonCom,11/10/2022 2:10pm,Broadleaf,Alive,260,8,36,TCC5 CarbonCom,06/10/2023 14:39,0.01,0.02,280449.4793,241829.4945,219.3166,,East
370049,67,Birch,Healthy,3.2,,charles nicholls,5/9/2021 1:13pm,37,37,Native Broadleaf,No,No,E,370049-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,18,5,,185,,TCC9 CarbonCom,11/10/2022 2:10pm,Broadleaf,Alive,289,8,29,TCC5 CarbonCom,06/10/2023 14:41,0.02,0.02,280447.3409,241828.9208,219.2254,,East
370050,84,Alder,Healthy,7.3,,charles nicholls,5/9/2021 1:12pm,37,37,Native Broadleaf,No,No,E,370050-2021-09-05,10/05/2021,20,37,17,5,6,20-60,1u1,,,,,,,,,,26,4,,140,,TCC9 CarbonCom,11/10/2022 2:11pm,Broadleaf,Alive,239,19,47,TCC5 CarbonCom,06/10/2023 14:42,0.02,0.02,280445.5193,241828.2865,219.1834,,East
370051,47,Cherry,Sick,6.3,,Rebecca Bates,5/9/2021 1:19pm,37,37,Native Broadleaf,No,No,E,370051-2021-09-05,10/05/2021,20,37,17,3,3,25-40,1u1,,,,,,,,,,14,7,,143,,TCC12 CarbonCom,11/10/2022 2:16pm,Broadleaf,Alive,146,10,22,TCC12 CarbonCom,06/10/2023 14:37,0.01,0.02,280445.6463,241826.2399,219.1719,,East
370052,77,Cherry,Healthy,6,,Rebecca Bates,5/9/2021 1:17pm,37,37,Native Broadleaf,No,No,E,370052-2021-09-05,10/05/2021,20,37,17,5,3,25-40,1u1,,,,,,,,,,18,7,,164,,TCC12 CarbonCom,11/10/2022 2:15pm,Broadleaf,Alive,188,11,28,TCC12 CarbonCom,06/10/2023 14:36,0.01,0.02,280447.3967,241826.8797,219.2484,,East
370053,63,Oak,Healthy,6.3,,Rebecca Bates,5/9/2021 1:16pm,37,37,Native Broadleaf,No,No,E,370053-2021-09-05,10/05/2021,20,37,17,4,1,30-100muk,1u2,,,,,,,,,,9,,,100,,TCC12 CarbonCom,11/10/2022 2:14pm,Broadleaf,Alive,124,,16,TCC12 CarbonCom,06/10/2023 14:35,0.01,0.02,280449.1184,241827.2596,219.2746,,East
370054,83.5,Cherry,Healthy,7.5,,Rebecca Bates,5/9/2021 1:14pm,37,37,Native Broadleaf,No,No,E,370054-2021-09-05,10/05/2021,20,37,17,5,3,25-40,1u1,,,,,,,,,,12,,,108,,TCC12 CarbonCom,11/10/2022 2:13pm,Broadleaf,Alive,119,,14,TCC12 CarbonCom,06/10/2023 14:34,0.01,0.01,280450.9447,241827.8477,219.3274,,East
370055,69,Birch,Healthy,4.4,,Rebecca Bates,5/9/2021 1:14pm,37,37,Native Broadleaf,No,No,E,370055-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,19,4,,160,,TCC12 CarbonCom,11/10/2022 2:12pm,Broadleaf,Alive,276,15,39,TCC12 CarbonCom,06/10/2023 14:31,0.01,0.01,280452.8973,241828.4819,219.4179,,East
370056,135.5,Rowan,Vigorous ,16.8,,Rebecca Bates,5/9/2021 1:12pm,37,37,Native Broadleaf,No,No,E,370056-2021-09-05,10/05/2021,20,37,17,8,5,30-40,1+0,,,,,,,,,,27,10,,167,,TCC12 CarbonCom,11/10/2022 2:11pm,Broadleaf,Alive,221,16,36,TCC12 CarbonCom,06/10/2023 14:30,0.01,0.02,280454.5861,241829.0062,219.5195,,East
370057,23.3,Birch,Healthy,3.3,,Rebecca Bates,5/9/2021 1:11pm,37,37,Native Broadleaf,No,No,E,370057-2021-09-05,10/05/2021,20,37,17,1,2,20-40,1/0,,,,,,,,,,10,,,115,,TCC12 CarbonCom,11/10/2022 2:10pm,Broadleaf,Alive,159,4,23,TCC12 CarbonCom,06/10/2023 14:28,0.01,0.02,280456.48,241829.519,219.5635,,East
370058,60.5,Cherry,Healthy,7.2,,Rebecca Bates,5/9/2021 1:09pm,37,37,Native Broadleaf,No,No,E,370058-2021-09-05,10/05/2021,20,37,17,4,3,25-40,1u1,,,,,,,,,,10,,,96,,TCC12 CarbonCom,11/10/2022 2:09pm,Broadleaf,Alive,100,,10,TCC12 CarbonCom,06/10/2023 14:28,0.01,0.02,280458.414,241830.3943,219.6105,,East
370059,,Birch,Dead,,,Rebecca Bates,5/9/2021 1:09pm,37,37,Native Broadleaf,No,No,E,370059-2021-09-05,10/05/2021,20,37,17,0,,,,,,,,checked,3,56,Heather Allen,22/5/2022 1:09pm,9,,,116,,TCC12 CarbonCom,11/10/2022 2:09pm,Broadleaf,Alive,172,5,17,TCC12 CarbonCom,06/10/2023 14:26,0.01,0.02,280459.9862,241830.7281,219.6855,,East
370060,56,Cherry,Healthy,5.7,,Rebecca Bates,5/9/2021 1:07pm,37,37,Native Broadleaf,No,No,E,370060-2021-09-05,10/05/2021,20,37,17,3,3,25-40,1u1,,,,,,,,,,16,3,,136,,TCC12 CarbonCom,11/10/2022 2:08pm,Broadleaf,Alive,147,6,27,TCC12 CarbonCom,06/10/2023 14:25,0.01,0.02,280461.6825,241831.3491,219.7279,,East
370061,76,Cherry,Healthy,8.3,,charles nicholls,5/9/2021 1:00pm,37,37,Native Broadleaf,No,No,E,370061-2021-09-05,10/05/2021,20,37,17,4,3,25-40,1u1,,,,,,,,,,17,8,,169,,TCC1 CarbonCom,11/10/2022 2:09pm,Broadleaf,Alive,202,15,26,TCC3 CarbonCom,06/10/2023 14:28,0.01,0.01,280462.157,241829.6141,219.6485,,East
370062,76,Alder,Healthy,7,,charles nicholls,5/9/2021 1:03pm,37,37,Native Broadleaf,No,No,E,370062-2021-09-05,10/05/2021,20,37,17,4,6,20-60,1u1,,,,,,,,,,23,4,,145,,TCC6 CarbonCom,11/10/2022 2:11pm,Broadleaf,Alive,203,13,50,TCC3 CarbonCom,06/10/2023 14:30,0.01,0.01,280460.9001,241829.1265,219.608,,East
370063,32,Birch,Healthy,4.7,,charles nicholls,5/9/2021 1:04pm,37,37,Native Broadleaf,No,No,E,370063-2021-09-05,10/05/2021,20,37,17,2,2,20-40,1/0,,,,,,,,,,13,5,,175,,TCC6 CarbonCom,11/10/2022 2:12pm,Broadleaf,Alive,206,6,23,TCC3 CarbonCom,06/10/2023 14:31,0.01,0.02,280458.8938,241828.4555,219.5141,,East
370064,65,Oak,Healthy,7.6,,charles nicholls,5/9/2021 1:05pm,37,37,Native Broadleaf,No,No,E,370064-2021-09-05,10/05/2021,20,37,17,4,1,30-100muk,1u2,,,,,,,,,,12,,,90,,TCC6 CarbonCom,11/10/2022 2:13pm,Broadleaf,Alive,99,,20,TCC3 CarbonCom,06/10/2023 14:33,0.01,0.02,280456.6955,241827.8638,219.4264,,East
370065,68,Birch,Healthy,4.4,,charles nicholls,5/9/2021 1:07pm,37,37,Native Broadleaf,No,No,E,370065-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,17,3,,149,,TCC6 CarbonCom,11/10/2022 2:13pm,Broadleaf,Alive,252,12,31,TCC3 CarbonCom,06/10/2023 14:34,0.01,0.02,280455.3069,241827.4215,219.417,,East
370066,64,Birch,Healthy,4.3,,charles nicholls,5/9/2021 1:08pm,37,37,Native Broadleaf,No,No,E,370066-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,17,5,,170,,TCC6 CarbonCom,11/10/2022 2:14pm,Broadleaf,Alive,301,14,34,TCC3 CarbonCom,06/10/2023 14:35,0.01,0.01,280453.602,241826.8256,219.3055,,East
370067,93,Alder,Vigorous ,10.2,,charles nicholls,5/9/2021 1:08pm,37,37,Native Broadleaf,No,No,E,370067-2021-09-05,10/05/2021,20,37,17,5,6,20-60,1u1,,,,,,,,,,27,6,,179,,TCC6 CarbonCom,11/10/2022 2:15pm,Broadleaf,Alive,266,20,51,TCC3 CarbonCom,06/10/2023 14:36,0.01,0.02,280451.7941,241826.0775,219.2595,,East
370068,28,Cherry,Healthy,4.9,,charles nicholls,5/9/2021 1:09pm,37,37,Native Broadleaf,No,No,E,370068-2021-09-05,10/05/2021,20,37,17,2,3,25-40,1u1,,,,,,,,,,7,,,72,,TCC6 CarbonCom,11/10/2022 2:16pm,Broadleaf,Alive,90,,11,TCC3 CarbonCom,06/10/2023 14:38,0.01,0.02,280449.772,241825.6371,219.1693,,East
370069,,Birch,Dead,,,charles nicholls,5/9/2021 1:10pm,37,37,Native Broadleaf,No,No,E,370069-2021-09-05,10/05/2021,20,37,17,0,,,,,,,,checked,3,40.5,charles nicholls,22/5/2022 1:08pm,,,,,checked,TCC6 CarbonCom,11/10/2022 2:17pm,Broadleaf,No tree,,,,TCC3 CarbonCom,06/10/2023 14:39,0.01,0.02,280448.1072,241825.0782,219.1287,,East
370070,30,Alder,Healthy,5,,charles nicholls,5/9/2021 1:11pm,37,37,Native Broadleaf,No,No,E,370070-2021-09-05,10/05/2021,20,37,17,2,6,20-60,1u1,,,,,,,,,,14,,,100,,TCC6 CarbonCom,11/10/2022 2:17pm,Broadleaf,Alive,180,9,33,TCC3 CarbonCom,06/10/2023 14:41,0.01,0.02,280446.2652,241824.3801,219.0517,,East
370071,82,Alder,Vigorous ,8.5,,Rebecca Bates,5/9/2021 12:51pm,37,37,Native Broadleaf,No,No,E,370071-2021-09-05,10/05/2021,20,37,17,5,6,20-60,1u1,,,,,,,,,,30,5,,151,,TCC13 CarbonCom,11/10/2022 2:21pm,Broadleaf,Alive,265,24,61,TCC2 CarbonCom,06/10/2023 14:54,0.01,0.02,280446.3946,241822.3287,218.9753,,East
370072,60,Cherry,Healthy,5.5,,charles nicholls,5/9/2021 11:45am,37,37,Native Broadleaf,No,No,E,370072-2021-09-05,10/05/2021,20,37,17,4,3,25-40,1u1,,,,,,,,,,11,4,,141,,TCC13 CarbonCom,11/10/2022 2:19pm,Broadleaf,Alive,187,11,32,TCC2 CarbonCom,06/10/2023 14:52,0.01,0.02,280447.9818,241822.8704,219.0456,,East
370073,79.5,Cherry,Healthy,6.7,,Rebecca Bates,5/9/2021 12:56pm,37,37,Native Broadleaf,No,No,E,370073-2021-09-05,10/05/2021,20,37,17,5,3,25-40,1u1,,,,,,,,,,14,5,,143,,TCC13 CarbonCom,11/10/2022 2:18pm,Broadleaf,Alive,184,11,28,TCC2 CarbonCom,06/10/2023 14:50,0.01,0.02,280449.8574,241823.452,219.1066,,East
370074,74,Cherry,Healthy,7.7,,Rebecca Bates,5/9/2021 12:58pm,37,37,Native Broadleaf,No,No,E,370074-2021-09-05,10/05/2021,20,37,17,4,3,25-40,1u1,,,,,,,,,,10,,,81,,TCC13 CarbonCom,11/10/2022 2:17pm,Broadleaf,Alive,92,,10,TCC2 CarbonCom,06/10/2023 14:48,0.02,0.02,280451.5309,241823.9323,219.1834,,East
370075,,Birch,Dead,,,Rebecca Bates,5/9/2021 12:59pm,37,37,Native Broadleaf,No,No,E,370075-2021-09-05,10/05/2021,20,37,17,0,,,,,,,,checked,1,55,Heather Allen,22/5/2022 1:08pm,7,,,96,,TCC13 CarbonCom,11/10/2022 2:16pm,Broadleaf,Alive,205,8,17,TCC2 CarbonCom,06/10/2023 14:46,0.02,0.02,280453.2388,241824.5461,219.2037,,East
370076,84,Birch,Healthy,5.5,,Rebecca Bates,5/9/2021 1:00pm,37,37,Native Broadleaf,No,No,E,370076-2021-09-05,10/05/2021,20,37,17,5,2,20-40,1/0,,,,,,,,,,25,6,,176,,TCC13 CarbonCom,11/10/2022 2:15pm,Broadleaf,Alive,291,17,46,TCC2 CarbonCom,06/10/2023 14:43,0.01,0.02,280454.9805,241825.121,219.3308,,East
370077,,Birch,Dead,,,Rebecca Bates,5/9/2021 1:01pm,37,37,Native Broadleaf,No,No,E,370077-2021-09-05,10/05/2021,20,37,17,0,,,,,,,,checked,1,42,Heather Allen,22/5/2022 1:07pm,5,,,64,,TCC13 CarbonCom,11/10/2022 2:13pm,Broadleaf,Alive,132,2,12,TCC2 CarbonCom,06/10/2023 14:41,0.01,0.02,280456.8257,241825.7143,219.3751,,East
370078,44.5,Oak,Healthy,4.4,,Rebecca Bates,5/9/2021 1:02pm,37,37,Native Broadleaf,No,No,E,370078-2021-09-05,10/05/2021,20,37,17,3,1,30-100muk,1u2,,,,,,,,,,9,,,68,,TCC13 CarbonCom,11/10/2022 2:12pm,Broadleaf,Alive,94,,15,TCC2 CarbonCom,06/10/2023 14:39,0.01,0.02,280458.688,241826.2239,219.4898,,East
370079,57,Alder,Healthy,6.1,,Rebecca Bates,5/9/2021 1:04pm,37,37,Native Broadleaf,No,No,E,370079-2021-09-05,10/05/2021,20,37,17,3,6,20-60,1u1,,,,,,,,,,16,,,121,,TCC13 CarbonCom,11/10/2022 2:11pm,Broadleaf,Alive,205,11,43,TCC2 CarbonCom,06/10/2023 14:35,0.01,0.02,280460.5471,241826.8021,219.5548,,East
370080,62,Cherry,Healthy,6.7,,Rebecca Bates,5/9/2021 1:05pm,37,37,Native Broadleaf,No,No,E,370080-2021-09-05,10/05/2021,20,37,17,4,3,25-40,1u1,,,,,,,,,,10,,,70,,TCC13 CarbonCom,11/10/2022 2:10pm,Broadleaf,Alive,84,,13,TCC2 CarbonCom,06/10/2023 14:33,0.01,0.02,280461.9597,241827.1575,219.6016,,East
370081,59,Cherry,Healthy,5.5,,charles nicholls,5/9/2021 12:58pm,37,37,Native Broadleaf,No,No,E,370081-2021-09-05,10/05/2021,20,37,17,3,3,25-40,1u1,,,,,,,,,,15,,,92,,TCC9 CarbonCom,11/10/2022 2:19pm,Broadleaf,Alive,127,,21,TCC5 CarbonCom,06/10/2023 14:48,0.02,0.03,280462.4094,241825.4813,219.4516,,East
370082,45,Alder,Healthy,4.7,,charles nicholls,5/9/2021 12:57pm,37,37,Native Broadleaf,No,No,E,370082-2021-09-05,10/05/2021,20,37,17,3,6,20-60,1u1,,,,,,,,,,18,,,104,,TCC9 CarbonCom,11/10/2022 2:19pm,Broadleaf,Alive,192,9,31,TCC5 CarbonCom,06/10/2023 14:50,0.01,0.02,280460.8894,241824.9536,219.3942,,East
370083,58,Alder,Healthy,4.7,,charles nicholls,5/9/2021 12:56pm,37,37,Native Broadleaf,No,No,E,370083-2021-09-05,10/05/2021,20,37,17,3,6,20-60,1u1,,,,,,,,,,22,5,,149,,TCC9 CarbonCom,11/10/2022 2:18pm,Broadleaf,Alive,300,21,43,TCC5 CarbonCom,06/10/2023 14:52,0.01,0.02,280459.4333,241824.3486,219.3066,,East
370084,53,Birch,Healthy,4.7,,charles nicholls,5/9/2021 12:55pm,37,37,Native Broadleaf,No,No,E,370084-2021-09-05,10/05/2021,20,37,17,3,2,20-40,1/0,,,,,,,,,,18,5,,167,,TCC9 CarbonCom,11/10/2022 2:17pm,Broadleaf,Alive,280,13,27,TCC12 CarbonCom,06/10/2023 14:51,0.01,0.01,280457.2227,241823.8623,219.3032,,East
370085,73,Birch,Healthy,5.5,,charles nicholls,5/9/2021 12:55pm,37,37,Native Broadleaf,No,No,E,370085-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,21,3,,144,,TCC9 CarbonCom,11/10/2022 2:16pm,Broadleaf,Alive,219,11,34,TCC12 CarbonCom,06/10/2023 14:50,0.01,0.01,280455.3417,241823.2429,219.2141,,East
370086,60,Birch,Healthy,4.1,,charles nicholls,5/9/2021 12:54pm,37,37,Native Broadleaf,No,No,E,370086-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,15,2,,139,,TCC9 CarbonCom,11/10/2022 2:16pm,Broadleaf,Alive,222,13,32,TCC12 CarbonCom,06/10/2023 14:43,0.01,0.02,280453.8213,241822.8378,219.1831,,East
370087,26,Cherry,Healthy,4.8,,charles nicholls,5/9/2021 12:53pm,37,37,Native Broadleaf,No,No,E,370087-2021-09-05,10/05/2021,20,37,17,2,3,25-40,1u1,,,,,,,,,,6,,,49,,TCC9 CarbonCom,11/10/2022 2:15pm,Broadleaf,Alive,46,,6,TCC12 CarbonCom,06/10/2023 14:43,0.01,0.01,280452.344,241822.22,219.1652,,East
370088,130,Rowan,Vigorous ,10.2,,charles nicholls,5/9/2021 12:52pm,37,37,Native Broadleaf,No,No,E,370088-2021-09-05,10/05/2021,20,37,17,8,5,30-40,1+0,,,,,,,,,,22,6,,179,,TCC9 CarbonCom,11/10/2022 2:13pm,Broadleaf,Alive,207,14,31,TCC12 CarbonCom,06/10/2023 14:41,0.01,0.02,280450.4746,241821.6271,219.0814,,East
370089,75,Cherry,Healthy,6.6,,charles nicholls,5/9/2021 12:51pm,37,37,Native Broadleaf,No,No,E,370089-2021-09-05,10/05/2021,20,37,17,4,3,25-40,1u1,,,,,,,,,,20,,,126,,TCC9 CarbonCom,11/10/2022 2:12pm,Broadleaf,Alive,170,6,37,TCC12 CarbonCom,06/10/2023 14:40,0.01,0.02,280448.4766,241821.053,219.0177,,East
370090,73,Alder,Healthy,7.3,,charles nicholls,5/9/2021 12:50pm,37,37,Native Broadleaf,No,No,E,370090-2021-09-05,10/05/2021,20,37,17,4,6,20-60,1u1,,,,,,,,,,16,,,113,,TCC9 CarbonCom,11/10/2022 2:12pm,Broadleaf,Alive,168,6,31,TCC12 CarbonCom,06/10/2023 14:39,0.01,0.02,280446.6883,241820.6096,218.9634,,East
370091,83,Birch,Healthy,4.5,,charles nicholls,5/9/2021 12:47pm,37,37,Native Broadleaf,No,No,E,370091-2021-09-05,10/05/2021,20,37,17,5,2,20-40,1/0,,,,,,,,,,22,9,,223,,TCC12 CarbonCom,11/10/2022 2:17pm,Broadleaf,Alive,349,22,42,TCC3 CarbonCom,06/10/2023 14:42,0.01,0.02,280446.6462,241818.4022,218.81,,East
370092,91,Birch,Vigorous ,7,,charles nicholls,5/9/2021 12:46pm,37,37,Native Broadleaf,No,No,E,370092-2021-09-05,10/05/2021,20,37,17,5,2,20-40,1/0,,,,,,,,,,24,8,,203,,TCC12 CarbonCom,11/10/2022 2:19pm,Broadleaf,Alive,312,21,48,TCC3 CarbonCom,06/10/2023 14:43,0.01,0.02,280448.3915,241818.8443,218.8766,,East
370093,,Birch,Dead,,,charles nicholls,5/9/2021 12:45pm,37,37,Native Broadleaf,No,No,E,370093-2021-09-05,10/05/2021,20,37,17,0,,,,,,,,checked,4,55,charles nicholls,22/5/2022 1:06pm,8,,,111,,TCC12 CarbonCom,11/10/2022 2:20pm,Broadleaf,Alive,202,8,23,TCC3 CarbonCom,06/10/2023 14:45,0.01,0.01,280449.9214,241819.4275,218.9223,,East
370094,65,Birch,Healthy,3.6,,charles nicholls,5/9/2021 12:44pm,37,37,Native Broadleaf,No,No,E,370094-2021-09-05,10/05/2021,20,37,17,4,2,20-40,1/0,,,,,,,,,,19,5,,163,,TCC12 CarbonCom,11/10/2022 2:21pm,Broadleaf,Alive,309,17,41,TCC3 CarbonCom,06/10/2023 14:48,0.01,0.02,280451.6597,241819.8653,218.9827,,East
