Barcode,Height (cm),Tree type,Health,Diameter (mm),Notes,Created By,Date,Cell No.,Link Record,Tree classification,Basalt,Soil Innoculation,Group (from Link Record),Download image name,Cell Planted Date (from Link Record),Plant week no (from Link Record),1st Measure Week No.,Weeks of growth to first measure,Height/Week of growth (cm),Plant height reference,Size range at planting (cm),Age (from Plant height reference 2),Diameter (mm) 12-21,Height (cm) 12-21,12-21 Update date,12-21 Updated by,Replanted 2-22,Diameter at base 2-22 replant,Height 2-22 replant,Replant measured by,Replant 2-22 measure date,Base Diameter (mm) (10-22),Diameter at 1.3m (mm) (10-22),Top Whorl Height (cm) (10-22),Height to tip (cm) (10-22),Dead (10-22),Remeasured 10-22 by,10-22 Remeasure date,Conifer/ Broadleaf,Health (10-23),"Height to tip (cm, 10-23)","Diameter at 1.3m (mm, 10-23)","Base Diameter (mm, 10-23)",Collector (10-23),10-23 Data Collection,Location Est X/Y accuracy,Location Est Z accuracy,X,Y,Z,Notes 10-23,Location Offset
10062,42.3,Birch,Healthy,3.4,,Heather Allen,28/6/2021 1:50pm,1,1,Native Broadleaf,No,No,C,010062-2021-06-28,03/05/2021,19,27,8,5,4,30-40,1+1,,,,,,,,,,25,8,,188,,TCC8 CarbonCom,7/10/2022 2:12pm,Broadleaf,Alive,251,12,31,TCC9 CarbonCom,05/10/2023 14:02,0.02,0.03,280523.4138,241929.0543,221.0989,,West
10063,39.5,Oak,Healthy,5.6,,Heather Allen,28/6/2021 2:04pm,1,1,Native Broadleaf,No,No,C,010063-2021-06-28,03/05/2021,19,27,8,5,1,30-100muk,1u2,,,,,,,,,,9,,,76,,TCC14 CarbonCom,7/10/2022 2:14pm,Broadleaf,Alive,125,,17,TCC8 CarbonCom,05/10/2023 14:04,0.01,0.02,280511.0642,241919.3663,221.2546,,West
10064,40,Birch,Healthy,4,,Heather Allen,28/6/2021 1:44pm,1,1,Native Broadleaf,No,No,C,010064-2021-06-28,03/05/2021,19,27,8,5,2,20-40,1/0,,,,,,,,,,19,2,,160,,TCC8 CarbonCom,7/10/2022 2:18pm,Broadleaf,Alive,244,11,31,TCC9 CarbonCom,05/10/2023 14:14,0.01,0.02,280513.5563,241923.585,220.9996,,West
10065,35,Oak,Healthy,3.8,,Heather Allen,28/6/2021 2:07pm,1,1,Native Broadleaf,No,No,C,010065-2021-06-28,03/05/2021,19,27,8,4,1,30-100muk,1u2,,,,,,,,,,12,,,96,,TCC13 CarbonCom,7/10/2022 2:13pm,Broadleaf,Alive,114,,14,TCC1 CarbonCom,05/10/2023 14:05,0.01,0.02,280515.3983,241920.1011,221.4444,,West
10066,36,Oak,Healthy,4.2,,Heather Allen,28/6/2021 1:57pm,1,1,Native Broadleaf,No,No,C,010066-2021-06-28,03/05/2021,19,27,8,5,1,30-100muk,1u2,,,,,,,,,,7,,,77,,TCC14 CarbonCom,7/10/2022 2:11pm,Broadleaf,Alive,77,,12,TCC8 CarbonCom,05/10/2023 13:55,0.02,0.03,280520.9297,241925.3426,221.3944,,West
10067,51,Birch,Sick,3.9,,Heather Allen,28/6/2021 1:53pm,1,1,Native Broadleaf,No,No,C,010067-2021-06-28,03/05/2021,19,27,8,6,2,20-40,1/0,,,,,,,,,,14,5,,150,,TCC14 CarbonCom,7/10/2022 2:09pm,Broadleaf,Alive,174,7,18,TCC2 CarbonCom,14/10/2023 14:59,0.01,0.02,280526.0375,241928.2048,221.1808,,West
10068,44.2,Birch,Healthy,3.6,,Heather Allen,28/6/2021 1:48pm,1,1,Native Broadleaf,No,No,C,010068-2021-06-28,03/05/2021,19,27,8,6,2,20-40,1/0,,,,,,,,,,16,4,,164,,TCC8 CarbonCom,7/10/2022 2:14pm,Broadleaf,Alive,189,7,27,TCC9 CarbonCom,05/10/2023 14:06,0.01,0.02,280520.0339,241927.1363,221.1459,,West
10069,38,Birch,Healthy,0.9,,Heather Allen,28/6/2021 1:47pm,1,1,Native Broadleaf,No,No,C,010069-2021-06-28,03/05/2021,19,27,8,5,4,30-40,1+1,,,,,,,,,,23,10,,205,,TCC8 CarbonCom,7/10/2022 2:15pm,Broadleaf,Alive,300,18,32,TCC9 CarbonCom,05/10/2023 14:08,0.01,0.02,280518.5297,241926.5274,221.1385,,West
10070,36.8,Oak,Healthy,4.7,,Heather Allen,28/6/2021 2:03pm,1,1,Native Broadleaf,No,No,C,010070-2021-06-28,03/05/2021,19,27,8,5,1,30-100muk,1u2,,,,,,,,,,8,,,79,,TCC14 CarbonCom,7/10/2022 2:13pm,Broadleaf,Alive,103,,12,TCC8 CarbonCom,05/10/2023 14:03,0.01,0.02,280512.6276,241920.4223,221.3038,,West
10071,47.5,Birch,Healthy,3.7,,Heather Allen,28/6/2021 1:49pm,1,1,Native Broadleaf,No,No,C,010071-2021-06-28,03/05/2021,19,27,8,6,2,20-40,1/0,,,,,,,,,,27,7,,185,,TCC8 CarbonCom,7/10/2022 2:13pm,Broadleaf,Alive,285,21,47,TCC9 CarbonCom,05/10/2023 14:04,0.01,0.02,280521.7113,241928.1104,221.1168,,West
10072,35.3,Oak,Healthy,4.9,,Heather Allen,28/6/2021 2:01pm,1,1,Native Broadleaf,No,No,C,010072-2021-06-28,03/05/2021,19,27,8,4,1,30-100muk,1u2,,,,,,,,,,9,,,105,,TCC14 CarbonCom,7/10/2022 2:12pm,Broadleaf,Alive,106,,13,TCC8 CarbonCom,05/10/2023 14:01,0.01,0.02,280516.0447,241922.5781,221.4599,,West
10073,47.2,Alder,Healthy,3.7,,Heather Allen,28/6/2021 1:51pm,1,1,Native Broadleaf,No,No,C,010073-2021-06-28,03/05/2021,19,27,8,6,6,20-60,1u1,,,,,,,,,,20,6,,165,,TCC8 CarbonCom,7/10/2022 2:10pm,Broadleaf,Alive,206,12,32,TCC9 CarbonCom,05/10/2023 14:00,0.02,0.03,280524.826,241929.6919,221.0423,,West
10074,43.5,Birch,Healthy,2.1,,Heather Allen,28/6/2021 1:46pm,1,1,Native Broadleaf,No,No,C,010074-2021-06-28,03/05/2021,19,27,8,5,6,20-60,1u1,,,,,,,,,,18,2,,134,,TCC8 CarbonCom,7/10/2022 2:16pm,Broadleaf,Alive,200,9,28,TCC9 CarbonCom,05/10/2023 14:11,0.01,0.02,280516.8047,241925.5011,221.1052,,West
10075,62,Oak,Vigorous ,5,,Heather Allen,28/6/2021 2:06pm,1,1,Native Broadleaf,No,No,C,010075-2021-06-28,03/05/2021,19,27,8,8,1,30-100muk,1u2,,,,,,,,,,11,,,93,,TCC13 CarbonCom,7/10/2022 2:14pm,Broadleaf,Alive,101,,17,TCC1 CarbonCom,05/10/2023 14:07,0.01,0.02,280513.7162,241918.9259,221.3419,,West
10076,46,Cherry,Vigorous ,3.9,,Andrea Casale,28/6/2021 12:27pm,1,1,Native Broadleaf,No,No,C,010076-2021-06-28,03/05/2021,19,27,8,6,3,25-40,1u1,,,,,,,,,,10,,,92,,TCC8 CarbonCom,7/10/2022 2:25pm,Broadleaf,Alive,101,,14,TCC11 CarbonCom,05/10/2023 14:17,0.01,0.02,280518.199,241937.1197,220.2964,,West
10077,39.5,Oak,Healthy,5.9,,Andrea Casale,28/6/2021 12:34pm,1,1,Native Broadleaf,No,No,C,010077-2021-06-28,03/05/2021,19,27,8,5,1,30-100muk,1u2,,,,,,,,,,11,,,95,,TCC8 CarbonCom,7/10/2022 2:22pm,Broadleaf,Alive,124,,19,TCC9 CarbonCom,05/10/2023 14:20,0.02,0.02,280509.9515,241932.4538,220.2281,,West
10078,53,Cherry,Vigorous ,5.3,,Andrea Casale,28/6/2021 12:33pm,1,1,Native Broadleaf,No,No,C,010078-2021-06-28,03/05/2021,19,27,8,7,3,25-40,1u1,,,,,,,,,,15,4,,139,,TCC8 CarbonCom,7/10/2022 2:22pm,Broadleaf,Alive,143,4,16,TCC9 CarbonCom,05/10/2023 14:21,0.02,0.04,280511.721,241933.3791,220.283,,West
10079,57.3,Cherry,Vigorous ,5.5,,Andrea Casale,28/6/2021 12:30pm,1,1,Native Broadleaf,No,No,C,010079-2021-06-28,03/05/2021,19,27,8,7,3,25-40,1u1,,,,,,,,,,9,,,95,,TCC8 CarbonCom,7/10/2022 2:24pm,Broadleaf,Alive,116,,12,TCC11 CarbonCom,05/10/2023 14:19,0.01,0.02,280514.8229,241935.386,220.3159,,West
10080,22,Cherry,Healthy,2.7,,Andrea Casale,28/6/2021 12:25pm,1,1,Native Broadleaf,No,No,C,010080-2021-06-28,03/05/2021,19,27,8,3,3,25-40,1u1,,,,,,,,,,,,,,checked,TCC8 CarbonCom,7/10/2022 2:26pm,Broadleaf,No tree,,,,TCC7 CarbonCom,05/10/2023 14:30,0.02,0.02,280520.029,241937.9654,220.3791,,West
10081,46.2,Oak,Healthy,5,,Andrea Casale,28/6/2021 12:38pm,1,1,Native Broadleaf,No,No,C,010081-2021-06-28,03/05/2021,19,27,8,6,1,30-100muk,1u2,,,,,,,,,,11,,,128,,TCC6 CarbonCom,7/10/2022 2:18pm,Broadleaf,Alive,189,8,28,TCC1 CarbonCom,05/10/2023 14:12,0.01,0.02,280507.7715,241928.8359,220.1913,,West
10082,22,Oak,Healthy,3.6,,Andrea Casale,28/6/2021 12:41pm,1,1,Native Broadleaf,No,No,C,010082-2021-06-28,03/05/2021,19,27,8,3,1,30-100muk,1u2,,,,,,,,,,6,,,102,,TCC6 CarbonCom,7/10/2022 2:20pm,Broadleaf,Alive,116,,14,TCC1 CarbonCom,05/10/2023 14:19,0.01,0.02,280511.0344,241930.9446,220.3901,,West
10083,35.5,Oak,Healthy,4.6,,Andrea Casale,28/6/2021 12:35pm,1,1,Native Broadleaf,No,No,C,010083-2021-06-28,03/05/2021,19,27,8,4,1,30-100muk,1u2,,,,,,,,,,10,,,99,,TCC8 CarbonCom,7/10/2022 2:21pm,Broadleaf,Alive,134,5,21,TCC9 CarbonCom,05/10/2023 14:18,0.01,0.02,280508.3651,241931.6345,220.0907,,West
10084,63.6,Cherry,Vigorous ,4.8,,Andrea Casale,28/6/2021 12:28pm,1,1,Native Broadleaf,No,No,C,010084-2021-06-28,03/05/2021,19,27,8,8,3,25-40,1u1,,,,,,,,,,16,6,,140,,TCC8 CarbonCom,7/10/2022 2:24pm,Broadleaf,Alive,159,7,25,TCC11 CarbonCom,05/10/2023 14:18,0.01,0.02,280516.5576,241936.2938,220.2717,,West
10085,38,Cherry,Healthy,4.8,Black bugs (see photo),Andrea Casale,28/6/2021 12:31pm,1,1,Native Broadleaf,No,No,C,010085-2021-06-28,03/05/2021,19,27,8,5,3,25-40,1u1,,,,,,,,,,,,,,checked,TCC8 CarbonCom,7/10/2022 2:23pm,Broadleaf,Alive,44,,7,TCC11 CarbonCom,05/10/2023 14:21,0.02,0.03,280513.1443,241934.4055,220.2891,,West
10086,36.8,Oak,Healthy,5.6,,Andrea Casale,28/6/2021 12:39pm,1,1,Native Broadleaf,No,No,C,010086-2021-06-28,03/05/2021,19,27,8,5,1,30-100muk,1u2,,,,,,,,,,8,,,68,,TCC6 CarbonCom,7/10/2022 2:19pm,Broadleaf,Alive,130,5,17,TCC1 CarbonCom,05/10/2023 14:16,0.01,0.02,280509.2872,241929.9255,220.2923,,West
10087,43.8,Cherry,Healthy,3.3,,Andrea Casale,28/6/2021 12:46pm,1,1,Native Broadleaf,No,No,C,010087-2021-06-28,03/05/2021,19,27,8,5,3,25-40,1u1,,,,,,,,,,11,2,,131,,TCC6 CarbonCom,7/10/2022 2:24pm,Broadleaf,Alive,155,5,18,TCC1 CarbonCom,05/10/2023 14:30,0.01,0.02,280517.3991,241934.3803,220.5235,,West
10088,51.6,Cherry,Vigorous ,3.7,,Andrea Casale,28/6/2021 12:45pm,1,1,Native Broadleaf,No,No,C,010088-2021-06-28,03/05/2021,19,27,8,6,3,25-40,1u1,,,,,,,,,,9,,,105,,TCC6 CarbonCom,7/10/2022 2:23pm,Broadleaf,Alive,133,3,14,TCC1 CarbonCom,05/10/2023 14:26,0.01,0.02,280515.9128,241933.6061,220.5357,,West
10089,46.4,Cherry,Sick,5.2,,Andrea Casale,28/6/2021 12:44pm,1,1,Native Broadleaf,No,No,C,010089-2021-06-28,03/05/2021,19,27,8,6,3,25-40,1u1,,,,,,,,,,11,,,129,,TCC6 CarbonCom,7/10/2022 2:22pm,Broadleaf,Alive,163,7,28,TCC1 CarbonCom,05/10/2023 14:25,0.01,0.02,280514.2168,241932.8553,220.52,,West
10090,49.2,Oak,Healthy,5.1,,Andrea Casale,28/6/2021 12:42pm,1,1,Native Broadleaf,No,No,C,010090-2021-06-28,03/05/2021,19,27,8,6,1,30-100muk,1u2,,,,,,,,,,11,,,118,,TCC6 CarbonCom,7/10/2022 2:21pm,Broadleaf,Alive,134,5,25,TCC1 CarbonCom,05/10/2023 14:21,0.01,0.01,280512.6951,241931.8939,220.4659,,West
10091,18.8,Alder,Healthy,2.5,,Andrea Casale,28/6/2021 1:05pm,1,1,Native Broadleaf,No,No,C,010091-2021-06-28,03/05/2021,19,27,8,2,6,20-60,1u1,,,,,,,,,,18,5,,157,,TCC13 CarbonCom,7/10/2022 2:16pm,Broadleaf,Alive,231,10,34,TCC8 CarbonCom,05/10/2023 14:07,0.01,0.02,280511.3404,241928.8082,220.5732,,West
10092,62,Alder,Vigorous ,6.8,,Andrea Casale,28/6/2021 1:00pm,1,1,Native Broadleaf,No,No,C,010092-2021-06-28,03/05/2021,19,27,8,8,6,20-60,1u1,,,,,,,,,,31,8,,159,,TCC12 CarbonCom,13/10/2022 12:01pm,Broadleaf,Alive,239,18,51,TCC8 CarbonCom,05/10/2023 14:17,0.02,0.02,280518.054,241932.6569,220.6423,,West
10093,20.5,Alder,Healthy,2.9,,Andrea Casale,28/6/2021 1:02pm,1,1,Native Broadleaf,No,No,C,010093-2021-06-28,03/05/2021,19,27,8,3,6,20-60,1u1,,,,,,,,,,13,,,67,,TCC13 CarbonCom,7/10/2022 2:18pm,Broadleaf,Alive,129,,20,TCC8 CarbonCom,05/10/2023 14:13,0.01,0.02,280514.7985,241930.7427,220.6772,,West
10094,55.8,Cherry,Vigorous ,3.8,,Andrea Casale,28/6/2021 12:51pm,1,1,Native Broadleaf,No,No,C,010094-2021-06-28,03/05/2021,19,27,8,7,3,25-40,1u1,,,,,,,,,,14,,,126,,TCC13 CarbonCom,7/10/2022 2:24pm,Broadleaf,Alive,135,4,20,TCC9 CarbonCom,05/10/2023 14:26,0.01,0.02,280522.5544,241937.0478,220.3911,,West
10095,50.6,Cherry,Vigorous ,4,,Andrea Casale,28/6/2021 12:48pm,1,1,Native Broadleaf,No,No,C,010095-2021-06-28,03/05/2021,19,27,8,6,3,25-40,1u1,,,,,,,,,,7,,,85,,TCC6 CarbonCom,7/10/2022 2:25pm,Broadleaf,Alive,91,,10,TCC9 CarbonCom,05/10/2023 14:29,0.01,0.02,280519.2431,241935.5425,220.4865,,West
10096,58.3,Alder,Vigorous ,7.2,,Andrea Casale,28/6/2021 12:58pm,1,1,Native Broadleaf,No,No,C,010096-2021-06-28,03/05/2021,19,27,8,7,6,20-60,1u1,,,,,,,,,,28,8,,174,,TCC13 CarbonCom,7/10/2022 2:21pm,Broadleaf,Alive,266,22,52,TCC8 CarbonCom,05/10/2023 14:19,0.01,0.02,280519.704,241933.4864,220.6782,,West
10097,31.9,Aspen,Healthy,4.3,,Andrea Casale,28/6/2021 12:57pm,1,1,Native Broadleaf,No,No,C,010097-2021-06-28,03/05/2021,19,27,8,4,4,30-40,1+1,,,,,,,,,,15,,,119,,TCC13 CarbonCom,7/10/2022 2:22pm,Broadleaf,Alive,184,11,36,TCC8 CarbonCom,05/10/2023 14:22,0.01,0.02,280521.5052,241934.2748,220.7644,,West
10098,60.5,Alder,Vigorous ,5.4,,Andrea Casale,28/6/2021 1:01pm,1,1,Native Broadleaf,No,No,C,010098-2021-06-28,03/05/2021,19,27,8,8,6,20-60,1u1,,,,,,,,,,23,7,,163,,TCC13 CarbonCom,7/10/2022 2:19pm,Broadleaf,Alive,247,17,46,TCC8 CarbonCom,05/10/2023 14:14,0.01,0.02,280516.3894,241931.6866,220.7259,,West
10099,41.2,Birch,Vigorous ,3.6,,Andrea Casale,28/6/2021 1:04pm,1,1,Native Broadleaf,No,No,C,010099-2021-06-28,03/05/2021,19,27,8,5,2,20-40,1/0,,,,,,,,,,26,12,,242,,TCC13 CarbonCom,7/10/2022 2:18pm,Broadleaf,Alive,384,22,50,TCC8 CarbonCom,05/10/2023 14:09,0.01,0.02,280513.0058,241929.8871,220.6598,,West
10100,52.7,Cherry,Vigorous ,4.8,,Andrea Casale,28/6/2021 12:49pm,1,1,Native Broadleaf,No,No,C,010100-2021-06-28,03/05/2021,19,27,8,7,3,25-40,1u1,,,,,,,,,,11,,,117,,TCC13 CarbonCom,7/10/2022 2:25pm,Broadleaf,Alive,130,2,13,TCC9 CarbonCom,05/10/2023 14:27,0.02,0.03,280520.8288,241936.1772,220.4517,,West
20001,82,Cherry,Healthy,7.7,,charles nicholls,3/9/2021 12:04pm,2,2,Native Broadleaf,Yes,Yes,C,020001-2021-09-03,24/05/2021,22,36,14,6,3,25-40,1u1,,,,,,,,,,7,,,82,,TCC13 CarbonCom,7/10/2022 2:49pm,Broadleaf,Alive,89,,9,TCC11 CarbonCom,05/10/2023 12:35,0.01,0.02,280486.3693,241931.7618,219.0901,,East
20002,69.5,Cherry,Healthy,6.3,,charles nicholls,3/9/2021 12:03pm,2,2,Native Broadleaf,Yes,Yes,C,020002-2021-09-03,24/05/2021,22,36,14,5,3,25-40,1u1,,,,,,,,,,,,,,checked,TCC13 CarbonCom,7/10/2022 2:49pm,Broadleaf,Dead,,,,TCC11 CarbonCom,05/10/2023 12:36,0.01,0.02,280488.0228,241932.9009,219.0435,,East
20003,43,Cherry,Healthy,4.2,,charles nicholls,3/9/2021 12:02pm,2,2,Native Broadleaf,Yes,Yes,C,020003-2021-09-03,24/05/2021,22,36,14,3,3,25-40,1u1,,,,,,,,,,7,,,69,,TCC13 CarbonCom,7/10/2022 2:48pm,Broadleaf,Alive,70,,7,TCC11 CarbonCom,05/10/2023 12:37,0.01,0.02,280489.6666,241933.639,219.0584,,East
20004,35.5,Aspen,Healthy,5.1,,charles nicholls,3/9/2021 11:58am,2,2,Native Broadleaf,Yes,Yes,C,020004-2021-09-03,24/05/2021,22,36,14,3,4,30-40,1+1,,,,,,,,,,8,,,68,,TCC13 CarbonCom,7/10/2022 2:48pm,Broadleaf,Alive,93,,11,TCC11 CarbonCom,05/10/2023 12:38,0.01,0.02,280491.2571,241934.745,219.0726,,East
20005,74,Cherry,Healthy,8,,charles nicholls,3/9/2021 11:58am,2,2,Native Broadleaf,Yes,Yes,C,020005-2021-09-03,24/05/2021,22,36,14,5,3,25-40,1u1,,,,,,,,,,12,,,100,,TCC13 CarbonCom,7/10/2022 2:47pm,Broadleaf,Alive,101,,12,TCC11 CarbonCom,05/10/2023 12:39,0.01,0.02,280492.9389,241935.7681,219.0793,,East
20006,63,Cherry,Healthy,7.3,,charles nicholls,3/9/2021 11:56am,2,2,Native Broadleaf,Yes,Yes,C,020006-2021-09-03,24/05/2021,22,36,14,5,3,25-40,1u1,,,,,,,,,,8,,,73,,TCC13 CarbonCom,7/10/2022 2:47pm,Broadleaf,Alive,96,,11,TCC11 CarbonCom,05/10/2023 12:40,0.01,0.02,280494.5089,241936.5114,219.0615,,East
20007,58,Cherry,Healthy,5.4,,charles nicholls,3/9/2021 11:55am,2,2,Native Broadleaf,Yes,Yes,C,020007-2021-09-03,24/05/2021,22,36,14,4,3,25-40,1u1,,,,,,,,,,6,,,56,,TCC13 CarbonCom,7/10/2022 2:46pm,Broadleaf,Alive,93,,8,TCC8 CarbonCom,05/10/2023 12:39,0.01,0.02,280496.1858,241937.6222,219.1079,,East
20008,68,Cherry,Healthy,6.1,,charles nicholls,3/9/2021 11:54am,2,2,Native Broadleaf,Yes,Yes,C,020008-2021-09-03,24/05/2021,22,36,14,5,3,25-40,1u1,,,,,,,,,,12,,,97,,TCC13 CarbonCom,7/10/2022 2:45pm,Broadleaf,Alive,122,,16,TCC8 CarbonCom,05/10/2023 12:38,0.01,0.02,280497.7881,241938.682,219.1467,,East
20009,75,Cherry,Healthy,5.1,,charles nicholls,3/9/2021 11:52am,2,2,Native Broadleaf,Yes,Yes,C,020009-2021-09-03,24/05/2021,22,36,14,5,3,25-40,1u1,,,,,,,,,,16,4,,137,,TCC12 CarbonCom,13/10/2022 12:05pm,Broadleaf,Alive,159,8,23,TCC8 CarbonCom,05/10/2023 12:37,0.01,0.02,280499.3893,241939.7542,219.1597,,East
20010,39,Alder,Sick,4.9,Infected?,charles nicholls,3/9/2021 11:50am,2,2,Native Broadleaf,Yes,Yes,C,020010-2021-09-03,24/05/2021,22,36,14,3,6,20-60,1u1,,,,,,,,,,9,,,90,,TCC13 CarbonCom,7/10/2022 2:44pm,Broadleaf,Alive,111,,13,TCC8 CarbonCom,05/10/2023 12:36,0.01,0.02,280500.8745,241940.5413,219.2321,,East
20011,77,Cherry,Healthy,7.4,,charles nicholls,3/9/2021 12:27pm,2,2,Native Broadleaf,Yes,Yes,C,020011-2021-09-03,24/05/2021,22,36,14,6,3,25-40,1u1,,,,,,,,,,13,,,112,,TCC14 CarbonCom,7/10/2022 2:44pm,Broadleaf,Alive,135,3,16,TCC1 CarbonCom,05/10/2023 12:27,0.01,0.02,280500.212,241942.4705,219.0651,,East
20012,3.5,Cherry,Healthy,6.7,,charles nicholls,3/9/2021 12:25pm,2,2,Native Broadleaf,Yes,Yes,C,020012-2021-09-03,24/05/2021,22,36,14,0,3,25-40,1u1,,,,,,,,,,16,5,,154,,TCC14 CarbonCom,7/10/2022 2:45pm,Broadleaf,Alive,190,8,20,TCC1 CarbonCom,05/10/2023 12:29,0.01,0.02,280498.6402,241941.607,219.048,,East
20013,68.5,Cherry,Healthy,5.7,,charles nicholls,3/9/2021 12:24pm,2,2,Native Broadleaf,Yes,Yes,C,020013-2021-09-03,24/05/2021,22,36,14,5,3,25-40,1u1,,,,,,,,,,13,6,,158,,TCC14 CarbonCom,7/10/2022 2:46pm,Broadleaf,Alive,175,8,19,TCC2 CarbonCom,14/10/2023 14:56,0.01,0.01,280496.9248,241940.4564,219.0062,,East
20014,84,Cherry,Vigorous ,8.9,,charles nicholls,3/9/2021 12:22pm,2,2,Native Broadleaf,Yes,Yes,C,020014-2021-09-03,24/05/2021,22,36,14,6,3,25-40,1u1,,,,,,,,,,20,7,,140,,TCC14 CarbonCom,7/10/2022 2:47pm,Broadleaf,Alive,167,9,30,TCC1 CarbonCom,05/10/2023 12:33,0.01,0.02,280495.574,241939.5473,218.9817,,East
20015,75.5,Cherry,Healthy,7,,charles nicholls,3/9/2021 12:21pm,2,2,Native Broadleaf,Yes,Yes,C,020015-2021-09-03,24/05/2021,22,36,14,5,3,25-40,1u1,,,,,,,,,,12,,,107,,TCC14 CarbonCom,7/10/2022 2:47pm,Broadleaf,Alive,127,,14,TCC1 CarbonCom,05/10/2023 12:34,0.01,0.02,280493.7999,241938.5945,218.9809,,East
20016,71,Cherry,Healthy,5.6,,charles nicholls,3/9/2021 12:20pm,2,2,Native Broadleaf,Yes,Yes,C,020016-2021-09-03,24/05/2021,22,36,14,5,3,25-40,1u1,,,,,,,,,,12,,,96,,TCC14 CarbonCom,7/10/2022 2:48pm,Broadleaf,Alive,113,,13,TCC1 CarbonCom,05/10/2023 12:35,0.01,0.02,280492.0349,241937.557,218.9919,,East
20017,41,Aspen,Healthy,5,,charles nicholls,3/9/2021 12:18pm,2,2,Native Broadleaf,Yes,Yes,C,020017-2021-09-03,24/05/2021,22,36,14,3,4,30-40,1+1,,,,,,,,,,12,,,65,,TCC14 CarbonCom,7/10/2022 2:48pm,Broadleaf,Dead,,,,TCC1 CarbonCom,05/10/2023 12:36,0.01,0.02,280490.4559,241936.5303,219.008,,East
20018,46,Cherry,Healthy,5.1,,charles nicholls,3/9/2021 12:14pm,2,2,Native Broadleaf,Yes,Yes,C,020018-2021-09-03,24/05/2021,22,36,14,3,3,25-40,1u1,,,,,,,,,,14,,,92,,TCC14 CarbonCom,7/10/2022 2:49pm,Broadleaf,Alive,112,,10,TCC1 CarbonCom,05/10/2023 12:38,0.01,0.01,280488.8844,241935.5896,219.0027,,East
20019,41,Oak,Healthy,4,,charles nicholls,3/9/2021 12:13pm,2,2,Native Broadleaf,Yes,Yes,C,020019-2021-09-03,24/05/2021,22,36,14,3,1,30-100muk,1u2,,,,,,,,,,9,,,86,,TCC14 CarbonCom,7/10/2022 2:49pm,Broadleaf,Alive,95,,14,TCC1 CarbonCom,05/10/2023 12:39,0.01,0.02,280487.3455,241934.6167,218.9942,,East
20020,76.5,Oak,Sick,8.2,Signs of pest damage,charles nicholls,3/9/2021 12:10pm,2,2,Native Broadleaf,Yes,Yes,C,020020-2021-09-03,24/05/2021,22,36,14,5,1,30-100muk,1u2,,,,,,,,,,12,,,94,,TCC14 CarbonCom,7/10/2022 2:50pm,Broadleaf,Alive,135,4,18,TCC1 CarbonCom,05/10/2023 12:41,0.01,0.02,280485.723,241933.8421,219.0777,,East
20021,41,Oak,Healthy,6,,charles nicholls,3/9/2021 12:46pm,2,2,Native Broadleaf,Yes,Yes,C,020021-2021-09-03,24/05/2021,22,36,14,3,1,30-100muk,1u2,,,,,,,,,,9,,,94,,TCC10 CarbonCom,7/10/2022 2:52pm,Broadleaf,Alive,129,,13,TCC2 CarbonCom,14/10/2023 14:54,0.01,0.02,280484.7462,241935.4969,218.9252,,East
20022,64.5,Oak,Healthy,7,,charles nicholls,3/9/2021 12:44pm,2,2,Native Broadleaf,Yes,Yes,C,020022-2021-09-03,24/05/2021,22,36,14,5,1,30-100muk,1u2,,,,,,,,,,13,,,106,,TCC10 CarbonCom,7/10/2022 2:51pm,Broadleaf,Alive,129,,24,TCC9 CarbonCom,05/10/2023 12:34,0.02,0.04,280486.3395,241936.2153,218.895,,East
20023,45.5,Oak,Healthy,3.9,,charles nicholls,3/9/2021 12:42pm,2,2,Native Broadleaf,Yes,Yes,C,020023-2021-09-03,24/05/2021,22,36,14,3,1,30-100muk,1u2,,,,,,,,,,7,,,100,,TCC10 CarbonCom,7/10/2022 2:50pm,Broadleaf,Alive,93,,6,TCC9 CarbonCom,05/10/2023 12:33,0.01,0.04,280488.116,241937.2903,218.888,,East
20024,,Birch,Dead,,,charles nicholls,3/9/2021 12:41pm,2,2,Native Broadleaf,Yes,Yes,C,020024-2021-09-03,24/05/2021,22,36,14,0,,,,,,,,checked,6,60,charles nicholls,22/5/2022 11:10am,10,,,117,,TCC10 CarbonCom,7/10/2022 2:50pm,Broadleaf,Alive,214,8,24,TCC2 CarbonCom,14/10/2023 14:55,0.01,0.02,280489.5996,241938.4013,218.8945,,East
20025,32,Oak,Healthy,3.7,,charles nicholls,3/9/2021 12:40pm,2,2,Native Broadleaf,Yes,Yes,C,020025-2021-09-03,24/05/2021,22,36,14,2,1,30-100muk,1u2,,,,,,,,,,7,,,102,,TCC10 CarbonCom,7/10/2022 2:49pm,Broadleaf,Alive,129,,12,TCC9 CarbonCom,05/10/2023 12:30,0.01,0.03,280491.2185,241939.1722,218.8795,,East
20026,34,Oak,Healthy,3.9,,charles nicholls,3/9/2021 12:39pm,2,2,Native Broadleaf,Yes,Yes,C,020026-2021-09-03,24/05/2021,22,36,14,2,1,30-100muk,1u2,,,,,,,,,,7,,,90,,TCC10 CarbonCom,7/10/2022 2:48pm,Broadleaf,Alive,92,,11,TCC9 CarbonCom,05/10/2023 12:30,0.01,0.03,280492.8493,241940.0474,218.8459,,East
